SEQ,COUNTRY,RESIDENCE,SEX,AGE,HINCOME,,MARRIAGE,CHILD,JOB,Q33,Q34_JP,,,,,,,,,,,,,,,,,,,,,,,
133,JP,大阪府,男性,49歳,450万円以上 500万円未満,2,既婚,いる,個人経営主、農業主,SEQ0133_1.webp,1/7日 17時30分頃に嫁と飲食(焼き鳥)に行った時の画像です。,焼き鳥（タレ・塩）、唐揚げ、千切りキャベツサラダ、生ビールの居酒屋定番セット。鶏肉を串に刺して炭火焼きにした香ばしい一品と揚げ物の盛り合わせ。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0133_1.webp,,#C8860A,#F5F0DC,#8B4513,#D4A843,#F2F2E8,#3D2B1F,#E8C878,850,12,4.2,820,980,58,42,38,5.5,2,和食,2人,恋人・配偶者
134,JP,京都府,男性,50歳,350万円以上 400万円未満,2,離別,いる,管理職（課長クラス以上）,SEQ0134_1.webp,夕食2023年10月10日19時頃一人でテレビを見ながら自分で作った料理。,石鍋風の器に盛られた和風丼。炒り卵、きのこ類、もやし、ピーマン、にんじん、なす、きゅうり、ハンバーグ、薄焼き卵の巻き物など多彩な具材が彩り豊かに配置されたビビンバ風混ぜご飯。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0134_1.webp,,#4A7C3F,#E8651A,#8B2E2E,#D4B483,#F5F0E8,#6B4C3B,#C8A84B,650,8.5,2.8,920,520,22,18,65,7.5,1,和食,1人,自分
135,JP,大阪府,男性,50歳,300万円以上 350万円未満,1,既婚,いない,管理職（課長クラス以上）,SEQ0135_1.webp,中華。一昨日の夜くらい。,トンカツとオムライスの盛り合わせ。パン粉で揚げたカツにデミグラスソース、卵でくるんだライスにケチャップをかけ、千切りキャベツとレタスを添えた洋食プレート。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0135_1.webp,,#C4832A,#8B3A0F,#F4E04A,#E8352A,#A8D57A,#F5F0E8,#D4B896,650,22,3.2,680,850,32,38,85,4.5,1,洋食,1人,自分
136,JP,京都府,男性,51歳,500万円以上 600万円未満,2,既婚,いる,サービス業（理容師、運転手など）,SEQ0136_1.webp,1/18昼14:00頃　娘とお店で,鉄板に乗ったハンバーグステーキ（デミグラスソース）、コロッケ、コーンと枝豆の炒め物のセット。白米付き。ファミレス風の定番洋食メニュー。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0136_1.webp,,#3D1A0A,#C17F3B,#F5E642,#4A7C3F,#F5F0E8,#8B4513,#D4A017,650,18,3.2,720,780,28,32,88,4.5,1,洋食,1人,家族
137,JP,大阪府,男性,52歳,200万円未満,1,既婚,いる,製造・労務職,SEQ0137_1.webp,"夕食として、2024/01/15の18時ごろ
1人で朝のうちに炊いて冷蔵庫に入れておいたご飯と、スーパーで購入したお惣菜のチキンカツを食べました。",揚げ衣をつけて揚げたハート型のチキンカツと、白米がそれぞれ小さなプラスチック容器に入っている。チキンカツはパン粉で揚げられた黄金色の揚げ物で、ライスは白米のみのシンプルな盛り付け。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0137_1.webp,,#C8651B,#D4874A,#F5F0E8,#E8D5B0,#8B3A0F,#FFFFFF,#B5651D,280,3.2,1.4,320,520,22,18,65,1.2,1,和食,1人,自分
138,JP,兵庫県,男性,55歳,600万円以上 700万円未満,2,既婚,いる,自由業、専門職（医者、弁護士など）,SEQ0138_1.webp,"夕食2024年1月15日　6時ごろ
職場の食堂で魚フライ",日本の定食スタイルの食事。白米、揚げ魚（フライ）、青菜とにんじんの炒め物、茄子と枝豆の煮物、ポテトサラダ風小鉢、味噌汁、醤油ベースの調味料が並ぶバランスの良い和食セット。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0138_1.webp,,#F5F0E8,#C8860A,#2D5A1B,#4A1A0A,#8B6914,#E8D5A0,#3D2B1F,750,12,3.8,980,680,28,18,95,6.5,1,和食,1人,自分
139,JP,兵庫県,男性,55歳,450万円以上 500万円未満,2,既婚,いない,サービス業（理容師、運転手など）,SEQ0139_1.webp,部下がバザーのイベントで作った料理,2種類のアジア料理セット。左は魚介類（エビ、魚のすり身ボール）と野菜が入ったスパイシー焼きそば。右は白米に豚肉または鶏肉の梅菜蒸し煮（梅干菜扣肉風）をトッピングしたライスプレート。箸付き。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0139_1.webp,,#C8873A,#F5F0E8,#8B4513,#D4A55A,#6B6B4B,#E8D5B0,#3D2B1A,650,12,4.2,680,820,32,22,118,5,2,中華,2人,同僚
140,JP,大阪府,男性,55歳,200万円以上 250万円未満,1,未婚,いない,サービス業（理容師、運転手など）,SEQ0140_1.webp,2024年1月18日8時自宅で親とロ−ソンで買った,ピンク色のロールケーキ3切れ。いちごまたは桜風味のスポンジ生地を巻いたもので、粉糖がまぶされている。紅茶と一緒に提供されたスイーツ。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0140_1.webp,,#F4A7B9,#FFFFFF,#F8E0E6,#D4A0A8,#F5F5F5,#8B4513,#E8D5D5,150,28,0.3,85,320,5,10,52,0.5,1,洋食,1人,家族
141,JP,大阪府,男性,56歳,200万円未満,1,未婚,いない,無職,SEQ0141_1.webp,"夕食
2024年1月17日
19時頃
1人で
スーパーのお惣菜",ハンバーグ、エビフライ、ポテトサラダ、ブロッコリーなどが盛り合わせられた洋食系弁当。デミグラスソースがかかったハンバーグと揚げ物が中心の豪華なお惣菜盛り合わせ。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0141_1.webp,,#8B4513,#F4A460,#2E8B57,#FF6347,#F5F5DC,#D2691E,#FFFACD,450,12,2.8,620,680,24,32,68,4.5,1,洋食,1人,自分
142,JP,大阪府,男性,58歳,200万円未満,1,未婚,いない,サービス業（理容師、運転手など）,SEQ0142_1.webp,1/22の夕食です。pm6時頃、自分で作り一人で食べます、お好み焼きとコロッケ１個,お好み焼きとコロッケのセット。お好み焼きはキャベツ入りの生地を焼き、かつお節・青のり・マヨネーズ・ソースをトッピング。コロッケはパン粉でサクサクに揚げ、マヨネーズをかけた定番日本料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0142_1.webp,,#C8922A,#F5E6A3,#4A7C3F,#8B1A1A,#F5F5DC,#2C1A0E,#D4A96A,550,18,3.2,620,780,22,38,85,4.5,1,和食,1人,自分
143,JP,大阪府,女性,15歳,わからない／答えたくない,0,未婚,いない,高校生、浪人生,SEQ0143_1.webp,"母親と妹と
お店の料理
ステーキ",和牛ステーキと鴨肉の盛り合わせ。ミディアムレアに焼かれた肉類を薄切りにし、グリル野菜（ブロッコリー、パプリカ、南瓜、茄子）を添えた和洋折衷の鉄板料理。わさびと2種の醤油ダレ、白飯付き。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0143_1.webp,,#8B2500,#D4956A,#F5F0E8,#4A7C3F,#F4A460,#2C1810,#FFFFFF,650,12,3.8,920,780,52,38,52,4.5,1,和食,1人,家族
144,JP,兵庫県,女性,17歳,わからない／答えたくない,0,未婚,いない,高校生、浪人生,SEQ0144_1.webp,"昼食
2024年1月5日、11日前
14時頃
洋食工房
姉、母と
ローストビーフ丼
外食",ローストビーフ丼。厚切りのローストビーフをご飯の上に重ね、生卵黄・クリームソース・黒胡椒をトッピング。レタスを添えた日本風どんぶり料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0144_1.webp,,#C0392B,#E8D5B7,#F4D03F,#FFFFFF,#27AE60,#8B4513,#2C3E50,550,8,2.8,620,720,42,35,58,1.5,1,和食,1人,家族
145,JP,大阪府,女性,17歳,わからない／答えたくない,0,未婚,いない,高校生、浪人生,SEQ0145_1.webp,"朝食
2023年1月17日
7時ごろ",フランス発祥のマドレーヌ。プレーン（バター風味）とチョコレート味の2種類。貝殻型の溝模様が特徴的な焼き菓子。しっとりとした食感でバター・卵・小麦粉が主原料。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0145_1.webp,,#F5D77A,#C8860A,#5C3317,#FFFFFF,#E8B84B,#8B4513,#F0E68C,280,48,0.8,210,1050,14,48,138,2.5,3,洋食,3人,自分
146,JP,兵庫県,女性,19歳,わからない／答えたくない,0,既婚,いる,製造・労務職,SEQ0146_1.webp,お正月、雑煮,和風煮物スープ。半熟または固ゆで卵2個、にんじんの輪切り、かぼちゃ、ほうれん草または小松菜を醤油ベースの出汁で煮込んだ家庭的な一品。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0146_1.webp,,#F5F0E8,#D4842A,#2D5A1B,#8B6914,#F2C97E,#FAFAFA,#4A3728,350,8.5,1.8,520,185,13.5,8.2,15,2.8,1,和食,1人,自分
147,JP,兵庫県,女性,23歳,"1,500万円以上 2,000万円未満",3,未婚,いない,大学生（短大含む）、高専生、大学院生,SEQ0147_2.webp,2023/12/24の夕食、友人宅で19時ごろ撮影。同性の友人２人とYouTubeを観ながらクリームシチューを食べた。食べたクリームシチューは、３人で材料を買って作ったもの。,クリームシチュー。鶏肉、じゃがいも、にんじんをホワイトソースで煮込んだ洋風煮込み料理。まろやかなクリーム色のスープに具材がたっぷり入った家庭料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0147_2.webp,,#F5E6C8,#E8A87C,#D4541A,#F0D080,#C8B090,#FAFAFA,#8B7355,1200,12,5.4,1560,780,42,28,84,7.2,3,洋食,3人,友達
148,JP,大阪府,女性,24歳,わからない／答えたくない,0,未婚,いない,事務職（教員も含む）,SEQ0148_1.webp,"夕食
昨日18時ごろ同僚と食べた前菜",ガラス製の特殊皿に盛られたフレンチ前菜盛り合わせ。ローストビーフ、パテ、アンチョビ、ピクルス、紫カリフラワー、キャビア風アミューズなど多彩な小品が芸術的に配置された豪華なアミューズブーシュ。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0148_1.webp,,#C41E3A,#8B4513,#F5DEB3,#2E8B57,#9B59B6,#D4A017,#708090,280,6.5,3.2,620,420,22,28,18,3.5,1,洋食,1人,同僚
149,JP,大阪府,女性,24歳,わからない／答えたくない,0,未婚,いない,事務職（教員も含む）,SEQ0149_1.webp,"昼食
1/11 13:00頃
友人と",豚骨醤油ベースのラーメン。チャーシュー、ほうれん草、海苔3枚をトッピング。黄金色の濃厚スープに細麺が絡む横浜家系スタイル。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0149_1.webp,,#C8860A,#2D5A1B,#E8C4A0,#1A1A1A,#8B6914,#F5DEB3,#4A7A3A,750,4.5,6.2,420,680,28,24,82,3.2,1,和食,1人,友達
150,JP,大阪府,女性,24歳,350万円以上 400万円未満,2,未婚,いない,自由業、専門職（医者、弁護士など）,SEQ0150_1.webp,1人のカフェ時間でチョコレートを食べました,抹茶（煎茶）と和チョコレート菓子のセット。黒い急須で淹れた緑茶を白磁カップに注ぎ、ダークチョコとホワイトチョコのボンボンショコラ2個を添えた上品な和スイーツセット。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0150_1.webp,,#4A7C59,#F5F0E8,#2C2C2C,#8B4513,#F5F5F0,#C8A882,#1A1A1A,180,18,0.1,120,180,2.5,10,22,1.2,1,和食,1人,自分
151,JP,大阪府,女性,24歳,250万円以上 300万円未満,1,未婚,いない,自由業、専門職（医者、弁護士など）,SEQ0151_2.webp,夕食,カプレーゼ（トマトとモッツァレラチーズの交互スライス盛り）と焼き肉、イニスキリン社のカベルネ・フラン アイスワイン2019年。シンプルなイタリアン前菜と肉料理の組み合わせ。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0151_2.webp,,#E8453C,#F5F5F0,#D4A853,#8B2020,#C4956A,#F0E8D0,#6B8E5A,650,8.5,1.8,720,520,32,35,12,2.5,2,多国籍料理,2人,恋人・配偶者
152,JP,兵庫県,女性,25歳,わからない／答えたくない,0,未婚,いない,事務職（教員も含む）,SEQ0152_1.webp,昼食。2023/12/31。12時ごろ。兵庫県のびっくりドンキーにて、家族（母、父、弟）と食事。,チーズハンバーグ定食。肉厚なハンバーグの上にとろけたチーズをのせ、白米、大根やニンジンの千切りサラダ、トマト、レタスを添えた日本風洋食定食。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0152_1.webp,,#C0392B,#F5F5F0,#D4A76A,#8B6914,#E8D5B0,#4A7C3F,#F0E68C,650,12,2.8,620,780,32,28,95,4,1,洋食,1人,家族
153,JP,兵庫県,女性,25歳,250万円以上 300万円未満,1,未婚,いない,営業・販売職（セールスマン、店員など）,SEQ0153_1.webp,"朝食、4ヶ月ほど前、同僚宅
同僚とYouTubeを見ながらトーストと目玉焼きを食べた
同僚が作った料理",目玉焼き2〜3個、トースト1枚、ブロッコリー添えのシンプルな洋風朝食プレート。卵は半熟の目玉焼きで黒胡椒をふりかけ、食パンはこんがりキツネ色に焼き上げられている。2人分が並べられている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0153_1.webp,,#F5E642,#F5C842,#D4A847,#F5F0E8,#4A8C3F,#8B6914,#FFFFFF,680,8.5,1.8,520,620,28,28,62,4.5,2,洋食,2人,同僚
154,JP,大阪府,女性,27歳,450万円以上 500万円未満,2,未婚,いない,サービス業（理容師、運転手など）,SEQ0154_1.webp,"朝食
2023/12/29
12時頃
1人
電車乗車中
ケーキ
名古屋駅で購入",イチゴデザインのカップに入ったソフトクリームまたはプリン。黄色いひよこの顔をモチーフにしたデコレーションが施され、クッキーやチョコレートで目と嘴が表現されている。いちごカップスイーツ。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0154_1.webp,,#F5E642,#E8302A,#2E8B3A,#FFFFFF,#D4A017,#F9F3DC,#4B2E1A,150,22,0.1,120,220,4,9,30,0.3,1,その他,1人,自分
155,JP,兵庫県,女性,27歳,300万円以上 350万円未満,1,離別,いる,営業・販売職（セールスマン、店員など）,SEQ0155_1.webp,"夕食
2023年9月12日
20時ごろ
家族
お母さんの誕生日お祝い
ピザ、唐揚げ、ローストビーフ
お母さんと私",ピザ2種（トマトソース・チーズ・野菜）、唐揚げ、ローストビーフのサラダ仕立て、焼き肉（牛串）など複数の料理が並ぶ家庭的なパーティー料理。和洋折衷の豪華な食卓。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0155_1.webp,,#C0392B,#E8A87C,#2C3E50,#27AE60,#F5E642,#8B4513,#F0F0F0,2800,28,9.5,2100,3200,145,165,280,12,4,多国籍料理,4人以上,家族
156,JP,京都府,女性,28歳,わからない／答えたくない,0,未婚,いない,自由業、専門職（医者、弁護士など）,SEQ0156_1.webp,"昼食、2023年12月7日13時ごろ
友人と買い物帰りにレストランで世間話をしながら提供されたロコモコセットを食べた。",ロコモコ風カレーライス。白米の上にハンバーグと目玉焼きを乗せ、濃厚なカレーソースをかけた洋食系定食。マカロニサラダと野菜付き。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0156_1.webp,,#C8651B,#F5E6C8,#F4A523,#FFFFFF,#5C4033,#8BC34A,#D4A017,550,18,3.2,720,820,28,32,98,4.5,1,洋食,1人,友達
157,JP,大阪府,女性,29歳,600万円以上 700万円未満,2,既婚,いる,専業主婦・主夫,SEQ0157_1.webp,"昼食
2024年1月18日
13時ごろ
子どもと会話をしながら
自分の手作りのランチプレートを食べた",白米（青のり振りかけ）、コロッケまたはカツ（揚げ物）、ポテトサラダ、具沢山の味噌汁（豆腐・ネギ・わかめ入り）の和定食。2人分が木製プレートに盛り付けられている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0157_1.webp,,#F5F0E8,#D4A853,#8B6914,#7B9E6B,#C4956A,#F0EDE0,#6B4423,680,18,3.8,820,920,28,22,148,6.5,2,和食,2人,家族
158,JP,京都府,女性,30歳,450万円以上 500万円未満,2,既婚,いる,サービス業（理容師、運転手など）,SEQ0158_1.webp,"夕食
1週間程前
19:30頃
夫、子供
テレビをつけて会話をしながら
タコライス、卵スープ、お刺身
自分で作った",タコライス風ミートサラダ（レタス、トマト、アボカド、挽き肉、マヨネーズ）、カツオのたたき（青のり・薬味付き）、卵と大根の中華風スープ2人分の和洋折衷定食,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0158_1.webp,,#8B4513,#228B22,#FF4500,#2E8B57,#F5DEB3,#1C1C1C,#FFD700,1800,18,5.8,2400,1420,72,68,120,12,2,多国籍料理,2人,家族
160,JP,兵庫県,女性,31歳,600万円以上 700万円未満,2,未婚,いない,技術職（エンジニア、プログラマーなど）,SEQ0160_1.webp,"2023年8月
昼食　11:30頃
自宅で、一人で。
自分で作った料理。
珍しく家族がいなくて一人での昼食だったため、家族が嫌いで食べられないメニューを作った。
スマホをいじりながら食べた。
・トマトカレー
・サラダ（蒸し野菜）
・絹揚げ
・牛乳寒天",白米に茄子・玉ねぎ・トマトの煮込みをかけたご飯、レタス・ブロッコリー・トマトのサラダ、揚げ出し豆腐、いちごミルクゼリーの4品構成の定食。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0160_1.webp,,#F5F5DC,#8B4513,#2E8B57,#FF6347,#FFFACD,#D2691E,#F8F8FF,650,18,2.8,820,580,18,12,92,6.5,1,和食,1人,自分
161,JP,兵庫県,女性,32歳,300万円以上 350万円未満,1,未婚,いない,事務職（教員も含む）,SEQ0161_1.webp,"夕食
2024年1月18日17時半
父と食べた
母作成","This meal consists of four dishes:

1. Green Beans with Mayonnaise:
   - Ingredients: Green beans, mayonnaise.
   - Estimated Nutrients: 
     - Calories: ~100 kcal
     - Protein: ~2g
     - Carbs: ~10g
     - Fat: ~7g
   - Main Colors: Green (#228B22), White (#FFFFFF)

2. Chicken and Vegetable Stew:
   - Ingredients: Chicken, carrots, potatoes, green beans, possibly soy sauce or broth.
   - Estimated Nutrients: 
     - Calories: ~250 kcal
     - Protein: ~20g
     - Carbs: ~15g
     - Fat: ~10g
   - Main Colors: Beige (#F5F5DC), Orange (#FFA500), Green (#228B22)

3. Miso Soup:
   - Ingredients: Miso paste, tofu, green onions, possibly seaweed or other vegetables.
   - Estimated Nutrients: 
     - Calories: ~50 kcal
     - Protein: ~3g
     - Carbs: ~5g
     - Fat: ~2g
   - Main Colors: Light Brown (#D2B48C), Green (#228B22)

4. Vegetable Rice:
   - Ingredients: Rice, carrots, green onions, mushrooms.
   - Estimated Nutrients: 
     - Calories: ~200 kcal
     - Protein: ~4g
     - Carbs: ~40g
     - Fat: ~2g
   - Main Colors: White (#FFFFFF), Orange (#FFA500), Green (#228B22)

Total Plate/Bowl Count: 4

This meal is a balanced combination of protein, carbohydrates, and fats, with a variety of vegetables providing vitamins and minerals.",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0161_1.webp,,#228B22,#FFFFFF,#F5F5DC,#FFA500,#228B22,#D2B48C,#228B22,57,2,4.3,790,100,2,7,10,1,1,多国籍料理,1人,家族
162,JP,京都府,女性,33歳,800万円以上 900万円未満,3,既婚,いる,事務職（教員も含む）,SEQ0162_2.webp,"夕食
18時頃
かぞくと
たわいない話をしながらクリスマス料理を食べた
スーパーで買った",照り焼きチキンレッグ（鶏もも肉）を甘醤油ベースのタレで焼き上げた一品。表面は艶やかな飴色で香ばしく、骨付きでボリューム感がある。サイドにグリーンサラダも添えられている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0162_2.webp,,#C8681A,#8B3A0F,#F5E6C8,#FFFFFF,#4A7C3F,#D4A017,#6B2D0A,280,8.5,1.8,420,420,28,22,12,0.2,1,和食,1人,家族
163,JP,大阪府,女性,34歳,600万円以上 700万円未満,2,既婚,いる,専業主婦・主夫,SEQ0163_1.webp,"2024年1月4日夕食18時ごろ
家で家族とテレビを見ながら私が作ったカレーを食べた。",日本式カレーライス。牛肉、じゃがいも、にんじん、玉ねぎを煮込んだ濃厚な茶色いカレーソースを白米の上にかけた家庭料理。市販のルーを使用した典型的な和風カレー。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0163_1.webp,,#8B3A0F,#C4621D,#F5F0E8,#D4A017,#6B2D0A,#E8C090,#3D1A08,550,12.5,2.8,680,720,18.5,22,105,4.2,1,和食,1人,家族
164,JP,大阪府,女性,36歳,わからない／答えたくない,0,未婚,いない,事務職（教員も含む）,SEQ0164_1.webp,"夕食
親と一緒に食べた",豚肉の蒸し煮とブロッコリー、人参のキムチ風炒めが盛り合わされた和風惣菜。豚バラ肉は白っぽく火が通り、野菜と組み合わされたシンプルな家庭料理。ラップで覆われた状態で保存中。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0164_1.webp,,#D4B8A0,#4A7C3F,#C85A2A,#F5F0E8,#8B6355,#E8D5C0,#2D5A27,180,3.2,1.4,520,285,14.5,18.2,8.6,2.8,1,和食,1人,家族
165,JP,兵庫県,女性,37歳,450万円以上 500万円未満,2,既婚,いる,営業・販売職（セールスマン、店員など）,SEQ0165_1.webp,今日昼,日本の弁当セット。おにぎり（海苔・ごま塩入り）、ハンバーグ（星形チーズのせ照り焼きソース）、ウインナー、卵焼き、ブロッコリー、きゅうり、スイートポテトなどを詰めた彩り豊かな手作り弁当。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0165_1.webp,,#F5F0E8,#8B4513,#F5DEB3,#4CAF50,#FF6347,#FFD700,#D2691E,850,18,3.8,720,980,38,28,145,5.2,2,和食,2人,恋人・配偶者
166,JP,大阪府,女性,37歳,わからない／答えたくない,0,既婚,いる,専業主婦・主夫,SEQ0166_1.webp,"昼食
2024年1月上旬
12時頃
私が作った料理を夫と食べました",そぼろ丼（鶏または豚の挽き肉と炒り卵をご飯にのせた丼）と、キンピラごぼう風の副菜、白菜と油揚げの煮物の3品構成の和定食。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0166_1.webp,,#E8C84A,#8B5E3C,#F5F0E8,#D4A843,#F28B30,#C8E0B0,#6B4226,650,18,2.8,720,720,32,18,95,4.5,1,和食,1人,恋人・配偶者
167,JP,兵庫県,女性,39歳,700万円以上 800万円未満,2,既婚,いる,事務職（教員も含む）,SEQ0167_1.webp,"ランチ
参観日の後に久しぶりに夫婦で平日休めたので、平日ランチをしているカフェで
レディースセット(パスタ唐揚げパンサラダドリンク)",ナポリタン風スパゲッティにケチャップベースのソース、野菜炒め、唐揚げ、トースト2枚が盛られたランチプレート。レモン添え。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0167_1.webp,,#E8541A,#F4A340,#4A7C3F,#C8B560,#8B4513,#F5E642,#FFFFFF,550,18,3.2,620,890,32,28,118,6,1,洋食,1人,恋人・配偶者
168,JP,京都府,女性,39歳,わからない／答えたくない,0,既婚,いる,サービス業（理容師、運転手など）,SEQ0168_2.webp,"夕食
2024/1/13　4日前
18時
自宅
配偶者　小学生二人
喋りながら
手巻き寿司
自分",手巻き寿司の具材セット。マグロ・サーモン・エビなどの刺身、玉子焼き、カニカマ、ハム、イクラ、焼き海苔、サラダ、煮物など多彩な食材が並ぶ日本の家庭料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0168_2.webp,,#E8756A,#F4A460,#2D8A4E,#FADADD,#F5F5DC,#8B4513,#FF6347,2500,18,8.5,3200,1850,145,62,85,12,4,和食,4人以上,家族
169,JP,兵庫県,女性,39歳,500万円以上 600万円未満,2,未婚,いない,事務職（教員も含む）,SEQ0169_1.webp,"夕食.19時頃
家でテレビを見ながら彼氏と私が作ったカキフライ、ちくわの明太チーズ串焼き、アボカドマグロサラダ",トンカツ定食。揚げたてのトンカツと串カツ、千切りキャベツ、白米、味噌汁、サラダ、漬物で構成された典型的な和食定食。パン粉をまぶしてカラリと揚げた豚肉料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0169_1.webp,,#C4843A,#F5F0E8,#8B4513,#6B8E5A,#F5DEB3,#4A3728,#FFD700,850,18,3.8,920,980,42,38,112,6.5,1,和食,1人,恋人・配偶者
170,JP,兵庫県,女性,40歳,"900万円以上 1,000万円未満",3,既婚,いない,専業主婦・主夫,SEQ0170_1.webp,"令和六年一月一日、朝七時頃
自宅で食べる朝食のおせち料理を撮影しました。
配偶者と義母の三人で、今年の抱負など話をしながら食べました。お料理は義母との共同作で、全て手作りしました。",おせち料理の重箱二段。上段には伊達巻、かまぼこ、黒豆、栗きんとん等の祝い肴。下段には海老、ローストビーフ、数の子、ミニトマト、枝豆などが銀箔で包まれた豪華な新年料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0170_1.webp,,#C0392B,#F1C40F,#2ECC71,#ECF0F1,#1A1A1A,#E8A87C,#FF6B6B,1800,42,8.5,1850,1250,68,38,95,8.5,3,和食,3人,家族
171,JP,兵庫県,女性,40歳,350万円以上 400万円未満,2,離別,いない,営業・販売職（セールスマン、店員など）,SEQ0171_1.webp,"昼食20240117 12時頃
家族三人でフグを食べた",ふぐの薄造り（てっさ）。透き通るほど薄くスライスされたフグ刺身を扇状に盛り付け、レモン・もみじおろし・ポン酢・ネギを添えた高級日本料理。アサヒビール付き。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0171_1.webp,,#D6E4F0,#2E5FA3,#F5E642,#F4F1EC,#8B1A1A,#4A7C3F,#C8A96E,180,2.5,1.8,420,95,18.5,1.2,3,0.3,1,和食,1人,家族
172,JP,兵庫県,女性,42歳,500万円以上 600万円未満,2,既婚,いない,技術職（エンジニア、プログラマーなど）,SEQ0172_1.webp,"昼食、2023年12月6日の12時頃。
愛媛旅行で立ち寄ったうどん屋で、主人と次に向かう観光先の話をしながら、その店の海鮮うどん定食を食べました。",具沢山の鍋焼きうどん。白菜、ネギ、キノコ類、タコなどの海鮮、麩または肉団子が入った透明感のある出汁スープ。別皿にいなり寿司と紅生姜が添えられた定食スタイル。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0172_1.webp,,#F5DEB3,#8B6914,#3B7A3B,#F0E68C,#D2691E,#B0C4DE,#FAF0E6,750,8.5,4.2,620,520,22,12.5,75,4.5,1,和食,1人,恋人・配偶者
173,JP,京都府,女性,43歳,"1,200万円以上 1,500万円未満",3,既婚,いる,事務職（教員も含む）,SEQ0173_1.webp,"昼食、2023/11/18、11時ごろ、実妹と食事
子どもの受験のために上京、何年ぶりかに妹に会った時の食事（実は前日から会っていて、前日の夜は肉食だったので、この昼食は魚を食べることになった）
横浜魚市場で",新鮮な刺身盛り合わせ定食。マグロ、ハマチ、サバ、エビなど多種の魚介類を舟形の器に盛り付け、味噌汁・白飯・薬味が付く豪華な和食定食。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0173_1.webp,,#E8847A,#C0C8D0,#F5F0E8,#8B6914,#D4A574,#4A7C59,#F2E6C8,650,8.5,3.8,980,520,42,12,58,2.5,1,和食,1人,家族
